etID  | Proto-Indo-European | Proto-Balkan-Indo-European | Archaic Proto-Albanian | Classical Proto-Albanian | Middle Proto-Albanian I | Middle Proto-Albanian II | Late Proto-Albanian I | Late Proto-Albanian II | Late Proto-Albanian III | Proto-Tosk-SGheg {GOLD} | Proto-Tosk | Old North Tosk | Output {GOLD}
17     | ... | ... | #kˈɑntʰɑron# | *#kˈɑntʰɑron# | *#kˈɑntʰɑrʊ# | *#kˈɑntɑru# | *#kˈantaru# | *#kˈãntɐɾu# | *#kˈandɐɾə# | *#kˈandɾ̩# {GOLD: #kˈãntəɾə#} | *#kˈandɾ̩# | *#kˈandɾ̩# | *#kˈandəɾ# {GOLD: #kˈandəɾ#}
18     | ... | ... | #kˈɑltʰɑ# | *#kˈɑltʰɑ# | *#kˈɑltʰɑ# | *#kˈɑltɑ# | *#kˈalta# | *#kˈalta# | *#kˈaːlta# | *#kˈaːltə# {GOLD: >*} | *#kˈaːltə# | *#kˈaltə# | *#kˈaltə# {GOLD: #kˈaltə#}
19     | ... | ... | #kˈɑltʰinɑ# | *#kˈɑltʰənɑ# | *#kˈɑltʰənɑ# | *#kˈɑltənɑ# | *#kˈaltɑ̃ɾ̃a# | *#kˈaltɐɾ̃a# | *#kˈaːltɐɾ̃a# | *#kˈaːltəɾ̃ə# {GOLD: #kˈaltə̃ɾ̃ə#} | *#kˈaːltəɾ̃# | *#kˈaltəɾ# | *#kˈaltəɾ# {GOLD: #kˈaltəɾ#}
20     | ... | ... | ... | ... | #kˌɑlˈɔɡɛrɔ# | *#kˌɑlˈoɡɛro# | *#kˌalˈoɟɪro# | *#kəlˠˈɔɟɪɾɔ# | *#kəlˠˈɔɟəɾə# | *#kəlˠˈɔɟɾ̩# {GOLD: >*} | *#kəlˠˈɔɟɾ̩# | *#kəlˠˈɔɟɾ̩# | *#klˠˈɔɟəɾ# {GOLD: #klˠˈɔɟəɾ#}
21     | ... | ... | #kˌokkˈumɛːlon# | *#kɐkkˈumbəlon# | *#kɐkkˈʊmbəlʊ# | *#kɐkkˈumbəlu# | *#kɐkkˈumbəlu# | *#kkˈũmbəlu# | *#kːˈũmbəlˠə# | *#kːˈũmbulˠ# {GOLD: >*} | *#kːˈũmbulˠ# | *#kˈumbulˠ# | *#kˈumbulˠ# {GOLD: #kˈumbulˠ#}
22     | ... | ... | #ɡˌawzˈaːfon# | *#ɡˌɑwzˈɒːfon# | *#ɡˌɑwzˈɒfʊ# | *#ɡˌɑwzˈofu# | *#ɡəzˈofu# | *#ɡəzˈɔfu# | *#ɡəzˈɔːfə# | *#ɡəzˈɔːf# {GOLD: >*} | *#ɡəzˈɔːf# | *#ɡəzˈɔf# | *#ɡəzˈɔf# {GOLD: #ɡəzˈɔf#}
23     | ... | ... | #kˌorsɔːtˈon# | *#kɐrsɔːtˈon# | *#kɐrsˈoːtʊn# | *#kɐrsˈøtun# | *#kɐrsˈøtun# | *#kəɾʃˈœtũn# | *#kəɾʃˈɛtə# | *#kɾ̩ʃˈɛt# {GOLD: #kɾ̩ʃˈœt#} | *#ɡɾ̩ʃˈɛt# | *#ɡɾ̩ʃˈɛt# | *#ɡəɾʃˈɛt# {GOLD: #ɡəɾʃˈɛt#}
24     | ... | ... | ... | ... | ... | ... | ... | #ɡrˌafˈɛjɔn# | *#ɡrˌafˈɛjə# | *#ɡɾ̩fˈɛj# {GOLD: >*} | *#ɡɾ̩fˈɛj# | *#ɡɾ̩fˈɛj# | *#ɡəɾfˈɛj# {GOLD: #ɡəɾfˈɛj#}
25     | ... | ... | #ɡrˈamma# | *#ɡrˈɑmmɑ# | *#ɡrˈɑmmɑ# | *#ɡrˈɑmmɑ# | *#ɡrˈamma# | *#ɡɾˈãmma# | *#ɡɾˈãmːa# | *#ɡɾˈʌ̃mːə# {GOLD: >*} | *#ɡɾˈə̃mə# | *#ɡɾˈəmə# | *#ɡɾˈəmə# {GOLD: #ɡˈəɾmə#}
26     | ... | ... | #ɡˌɔːlˈoːn# | *#ɡˌɔːlˈoːn# | *#ɡˈɒːlun# | *#ɡˈolun# | *#ɡˈolun# | *#ɡˈɔlũn# | *#ɡˈɔːlˠə# | *#ɡˈɔːlˠ# {GOLD: >*} | *#ɡˈɔːlˠ# | *#ɡˈɔlˠ# | *#ɡˈɔlˠ# {GOLD: #ɡˈɔlˠ#}
27     | ... | ... | #ɦˌɔːlˈenaː# | *#ˌɔːlˈenɑ# | *#ˌʊlˈɛnɑ# | *#ˌulˈɛnɑ# | *#ɔːʷlˈana# | *#ʊlˈãɾ̃a# | *#ʊlˠˈãɾ̃a# | *#lˠˈʌ̃ɾ̃ə# {GOLD: #lˠˈãɾ̃ə#} | *#lˠˈə̃ɾ̃ə# | *#lˠˈəɾə# | *#lˠˈəɾə# {GOLD: #lˠˈəɾə#}
28     | ... | ... | #kˌerasˈiːa# | *#kˌerɑsˈiːɑ# | *#kˌɛrɑsˈiɑ# | *#kˌɛrɑsˈijɑ# | *#kˌɛrasˈija# | *#cˌɛɾəʃˈija# | *#cˌɛɾəʃˈija# | *#cˌɛɾəʃˈiː# {GOLD: >*} | *#cˌɛɾʃˈiː# | *#cɛɾʃˈi# | *#cɛɾʃˈi# {GOLD: #cɛɾʃˈi#}
29     | ... | ... | #tˈermon# | *#tˈermon# | *#tˈɛrmʊ# | *#tˈɛrmu# | *#tˈɛrmu# | *#tjˈaɾmu# | *#tjˈaːɾmə# | *#cˈaːɾm# {GOLD: >*} | *#cˈaːɾm# | *#cˈaɾm# | *#cˈaɾm# {GOLD: #cˈɛɾm#}
30     | ... | ... | ... | ... | #stˈɛfɑnɔn# | *#stˈɛfɑnon# | *#stˈɛfɑ̃ɾ̃on# | *#ʃtˈɛfɐɾ̃ɔ̃n# | *#ʃtˈɛːfɐɾ̃ə# | *#ʃtˈɛːfəɾ̃# {GOLD: >*} | *#ʃtˈɛːfəɾ̃# | *#ʃtˈɛfəɾ# | *#ʃtˈɛfəɾ# {GOLD: #cˈɛfəɾ#}
31     | ... | ... | ... | ... | #kˈɛfɑlɔn# | *#kˈɛfɑlon# | *#kˈɛfalon# | *#cˈɛfɐlɔ̃n# | *#cˈɛːfɐlˠə# | *#cˈɛːfulˠ# {GOLD: >*} | *#cˈɛːfulˠ# | *#cˈɛfulˠ# | *#cˈɛfulˠ# {GOLD: #cˈɛfulˠ#}
32     | ... | ... | #kˌapnˈi# | *#kɐpnˈi# | *#kˈɑpnɪ# | *#kˈepnɪ# | *#kˈepnɪ# | *#cˈepnɪ# | *#cˈɛmːə# | *#cˈɛmː# {GOLD: >*} | *#cˈɛm# | *#cˈɛm# | *#cˈɛm# {GOLD: #cˈɛm#}
33     | ... | ... | ... | ... | ... | ... | ... | #kˌiːrˈiːɑ# | *#kˌiːrˈiːɑ# | *#kˌiːɾˈiː# {GOLD: >*} | *#kˌiːɾˈiː# | *#kiɾˈi# | *#ciɾˈi# {GOLD: #ciɾˈi#}
34     | ... | ... | ... | ... | #kʰˈylɔn# | *#kˈylon# | *#kˈylon# | *#cˈylɔ̃n# | *#cˈuːlˠə# | *#cˈuːlˠ# {GOLD: >*} | *#cˈuːlˠ# | *#cˈulˠ# | *#cˈulˠ# {GOLD: #cˈulˠ#}
35     | ... | ... | #sˈarkon# | *#sˈɑrkon# | *#sˈɑrkʊ# | *#sˈɑrku# | *#sˈarku# | *#ʃˈaɾku# | *#ʃˈaːɾkə# | *#ʃˈaːɾk# {GOLD: >*} | *#ʃˈaːɾk# | *#ʃˈaɾk# | *#ʃˈaɾk# {GOLD: #ʃˈaɾk#}
36     | ... | ... | #sˌurˈittioː# | *#sɐrˈiːtt͡ʃoː# | *#sɐrˈitt͡ʃu# | *#sɐrˈitt͡ʃu# | *#sɐrˈitt͡ʃu# | *#ʃəɾˈisu# | *#ʃəɾˈiːsə# | *#ʃəɾˈiːs# {GOLD: >*} | *#ʃəɾˈiːs# | *#ʃəɾˈis# | *#ʃəɾˈis# {GOLD: #ʃəɾˈis#}
37     | ... | ... | #sˈaːsis# | *#sˈɒːsiːs# | *#sˈɒːsi# | *#sˈosi# | *#sˈosɪ# | *#ʃˈɔʃɪ# | *#ʃˈɔːʃə# | *#ʃˈɔːʃ# {GOLD: #ʃˈɔʃ#} | *#ʃˈɔːʃ# | *#ʃˈɔʃ# | *#ʃˈɔʃ# {GOLD: #ʃˈɔʃ#}
38     | ... | ... | #skˈalmaːn# | *#skˈɑlmɑn# | *#skˈɑlmɑ# | *#skˈɑlmɑ# | *#skˈalma# | *#ʃkˈalˠma# | *#ʃkˈaːlˠma# | *#ʃkˈaːlˠmə# {GOLD: >*} | *#ʃkˈaːlˠmə# | *#ʃkˈalˠmə# | *#ʃkˈalˠmə# {GOLD: #ʃkˈalˠmə#}
39     | ... | ... | #skˈaripʰa# | *#skˈɑrəpʰɑ# | *#skˈɑrəpʰɑ# | *#skˈɑrəpɑ# | *#skˈarəpa# | *#ʃkˈaɾəpa# | *#ʃkˈaːɾpa# | *#ʃkˈaːɾpə# {GOLD: >*} | *#ʃkˈaːɾpə# | *#ʃkˈaɾpə# | *#ʃkˈaɾpə# {GOLD: #ʃkˈaɾpə#}
40     | ... | ... | #skˈɑmnon# | *#skˈɑmbon# | *#skˈɑmbʊ# | *#skˈɑmbu# | *#skˈambu# | *#ʃkˈãmbu# | *#ʃkˈãmbə# | *#ʃkˈʌ̃mb# {GOLD: >*} | *#ʃkˈə̃mb# | *#ʃkˈəmb# | *#ʃkˈəmb# {GOLD: #ʃkˈəmb#}
41     | ... | ... | #skˈaːpon# | *#skˈɒːpon# | *#skˈɒːpʊ# | *#skˈopu# | *#skˈopu# | *#ʃkˈɔpu# | *#ʃkˈɔpə# | *#ʃkˈɔp# {GOLD: >*} | *#ʃkˈɔp# | *#ʃkˈɔp# | *#ʃkˈɔp# {GOLD: #ʃkˈɔp#}
42     | ... | ... | #skˌampˈiːnon# | *#skɐmpˈiːnon# | *#skɐmpˈinʊ# | *#skɐmpˈinu# | *#skɐmpˈinu# | *#ʃkə̃mpˈĩnu# | *#ʃkə̃mbˈĩːnːə# | *#ʃkə̃mbˈĩːnː# {GOLD: #ʃkumbˈĩːn#} | *#ʃkə̃mbˈĩːn# | *#ʃkəmbˈin# | *#ʃkəmbˈin# {GOLD: #ʃkumbˈin#}
43     | ... | ... | #skʰˈiːnton# | *#skʰˈiːnton# | *#skʰˈintʊ# | *#skˈintu# | *#scˈintu# | *#ʃcˈĩntu# | *#ʃcˈĩndə# | *#ʃcˈĩnd# {GOLD: >*} | *#ʃcˈĩnd# | *#ʃcˈind# | *#ʃcˈind# {GOLD: #ʃcˈind#}
44     | ... | ... | #stˈamna# | *#stˈɑmbɑ# | *#stˈɑmbɑ# | *#stˈɑmbɑ# | *#stˈamba# | *#ʃtˈãmba# | *#ʃtˈãmba# | *#ʃtˈʌ̃mbə# {GOLD: #ʃtˈãmbə#} | *#ʃtˈə̃mbə# | *#ʃtˈəmbə# | *#ʃtˈəmbə# {GOLD: #ʃtˈəmbə#}
45     | ... | ... | #stˈeripʰa# | *#stˈerəpʰɑ# | *#stˈɛrəpʰɑ# | *#stˈɛrəpɑ# | *#stˈɛrəpa# | *#ʃtˈɛɾəpa# | *#ʃtˈɛːɾpa# | *#ʃtˈɛːɾpə# {GOLD: >*} | *#ʃtˈɛːɾpə# | *#ʃtˈɛɾpə# | *#ʃtˈɛɾpə# {GOLD: #ʃtˈɛɾpə#}
46     | ... | ... | ... | ... | #stˈylɑ# | *#stˈylɑ# | *#stˈyla# | *#ʃtˈyla# | *#ʃtˈyːlˠa# | *#ʃtˈyːlˠə# {GOLD: >*} | *#ʃtˈyːlˠə# | *#ʃtˈylˠə# | *#ʃtˈylˠə# {GOLD: #ʃtˈylˠə#}
47     | ... | ... | #spˈaron# | *#spˈɑron# | *#spˈɑrʊ# | *#spˈɑru# | *#spˈaru# | *#ʃpˈaɾu# | *#ʃpˈaːɾə# | *#ʃpˈaːɾ# {GOLD: >*} | *#ʃpˈaːɾ# | *#ʃpˈaɾ# | *#ʃpˈaɾ# {GOLD: #ʃpˈaɾ#}
48     | ... | ... | #spˈarɡanon# | *#spˈɑrɡɑnon# | *#spˈɑrɡɑnʊ# | *#spˈɑrɡɑnu# | *#spˈarɡɑ̃ɾ̃u# | *#ʃpˈaɾɡɐɾ̃u# | *#ʃpˈaːɾɡɐɾ̃ə# | *#ʃpˈaːɾɡəɾ̃# {GOLD: #ʃpˈaɾɡəɾ̃ə#} | *#ʃpˈaːɾɡəɾ̃# | *#ʃpˈaɾɡəɾ# | *#ʃpˈaɾɡəɾ# {GOLD: #ʃpˈaɾɡəɾ#}
49     | ... | ... | #spˈarta# | *#spˈɑrtɑ# | *#spˈɑrtɑ# | *#spˈɑrtɑ# | *#spˈarta# | *#ʃpˈaɾta# | *#ʃpˈaːɾta# | *#ʃpˈaːɾtə# {GOLD: >*} | *#ʃpˈaːɾtə# | *#ʃpˈaɾtə# | *#ʃpˈaɾtə# {GOLD: #ʃpˈaɾtə#}
50     | ... | ... | #spˈɛːlaia# | *#spˈɛːlɑjɑ# | *#spˈɛːlɑjɑ# | *#spˈɛlɑjɑ# | *#spˈɛlaja# | *#ʃpˈɛlɐja# | *#ʃpˈɛːlˠɐja# | *#ʃpˈɛːlˠə# {GOLD: >*} | *#ʃpˈɛːlˠə# | *#ʃpˈɛlˠə# | *#ʃpˈɛlˠə# {GOLD: #ʃpˈɛlˠə#}
51     | ... | ... | #ɦˌaspellˈon# | *#ˌɑspellˈon# | *#ˌɑspˈɛllʊn# | *#ˌɑspˈɛlːun# | *#spˈɛlːun# | *#ʃpˈɛlːũn# | *#ʃpˈɛːlːə# | *#ʃpˈɛːlː# {GOLD: >*} | *#ʃpˈɛːlː# | *#ʃpˈɛl# | *#ʃpˈɛl# {GOLD: #ʃpˈɛl#}
52     | ... | ... | #spˈonɡia# | *#spˈond͡ʒɑ# | *#spˈʊnd͡ʒɑ# | *#spˈud͡ʒɑ# | *#spˈud͡ʒa# | *#ʃpˈuza# | *#ʃpˈuːza# | *#ʃpˈuːzə# {GOLD: >*} | *#ʃpˈuːzə# | *#ʃpˈuzə# | *#ʃpˈuzə# {GOLD: #ʃpˈuzə#}
53     | ... | ... | #tʰˈipʰaːn# | *#tʰˈepʰɑn# | *#tʰˈɛpʰɑ# | *#tˈɛpɑ# | *#tˈɛpa# | *#tˈɛːpa# | *#tˈie̯pa# | *#tjˈɛpə# {GOLD: >*} | *#tjˈɛpə# | *#tjˈɛpə# | *#tjˈɛpə# {GOLD: #tˈɛpə#}
54     | ... | ... | #tˈomaːron# | *#tˌomˈɒːron# | *#tˌɛmːˈɒːrʊ# | *#tˌɛmːˈoru# | *#tˌɛmːˈoru# | *#tɪ̃mːˈɔɾu# | *#tə̃mːˈuo̯ɾə# | *#tmːˈuo̯ɾ# {GOLD: >*} | *#tmˈua̯ɾ# | *#tmˈua̯ɾ# | *#tmˈua̯ɾ# {GOLD: #tɔmˈɔr#}
55     | ... | ... | ... | ... | ... | ... | ... | #tˈuvla# | *#tˈuːvla# | *#tˈuːvlə# {GOLD: >*} | *#tˈuːvlə# | *#tˈuvlə# | *#tˈuvlə# {GOLD: #tˈuvlə#}
56     | ... | ... | ... | ... | #tˌɛtrˈɑnɡurɔn# | *#tˌɛtrˈɑnɡuron# | *#tˌɛtrˈanɡuron# | *#ttɾˈãnɡuɾɔ̃n# | *#tːɾˈanɡuɾə# | *#tːɾˈaŋɡuɾ# {GOLD: >*} | *#tːɾˈaɲ̈ɡuɾ# | *#tɾˈaɲ̈ɡuɾ# | *#tɾˈaŋɡuɾ# {GOLD: #tɾˈaŋɡuɾ#}
57     | ... | ... | #trˌɑntˈɑfyllɔn# | *#trˌɑntˌɑfˈyːllɔn# | *#trˌɑntˌɑfˈillʊ# | *#trˌɑntˌɑfˈilːu# | *#trˌantˌafˈilːu# | *#tɾə̃ntˌafˈilːu# | *#tɾə̃ndˌafˈiːlːə# | *#tɾə̃ndˌafˈiːlː# {GOLD: >*} | *#tɾə̃ndˌafˈiːlː# | *#tɾəndafˈil# | *#tɾəndafˈil# {GOLD: #tɾəndafˈil#}
58     | ... | ... | #tʰˈumbraː# | *#tʰˈumbrɑ# | *#tʰˈʊmbrɑ# | *#tˈumbrɑ# | *#tˈumbra# | *#tˈũmbɾa# | *#tˈũmbɾa# | *#tˈũmbɾ̩# {GOLD: >*} | *#tˈũmbɾ̩# | *#tˈumbɾ̩# | *#tˈumbəɾ# {GOLD: #tɾˈumə#}
59     | ... | ... | #dˈepon# | *#dˈepon# | *#dˈɛpʊ# | *#dˈɛpu# | *#dˈɛpu# | *#dˈɛːpu# | *#dˈie̯pə# | *#djˈɛp# {GOLD: >*} | *#djˈɛp# | *#djˈɛp# | *#djˈɛp# {GOLD: #djˈɛp#}
60     | ... | ... | #dˌurrhˈacum# | *#dˌurrhˈɑt͡ʃum# | *#dˈʊrrɑt͡ʃʊ# | *#dˈurrɑt͡ʃu# | *#dˈurrat͡ʃu# | *#dˈuɾɾɐsu# | *#dˈuːrːɐsə# | *#dˈuːrəs# {GOLD: >*} | *#dˈuːrəs# | *#dˈurəs# | *#dˈurəs# {GOLD: #dˈurəs#}
61     | ... | ... | #drˈaɡmaː# | *#drˈɑɡmɑ# | *#drˈɑɡmɑ# | *#drˈɑɡmɑ# | *#drˈaɡma# | *#dɾˈaɡma# | *#dɾˈaɡma# | *#dɾˈaɡm̩# {GOLD: #dɾˈaɡmə#} | *#dɾˈaɡm̩# | *#dɾˈaɡm̩# | *#dɾˈaɡəm# {GOLD: #dɾˈaɡəm#}
62     | ... | ... | #drˈapanon# | *#drˈɑpɑnon# | *#drˈɑpɑnʊ# | *#drˈɑpɑnu# | *#drˈapɑ̃ɾ̃u# | *#dɾˈapɐɾ̃u# | *#dɾˈapɐɾ̃ə# | *#dɾˈapəɾ̃# {GOLD: #dɾˈapə̃ɾ̃ə#} | *#dɾˈapəɾ̃# | *#dɾˈapəɾ# | *#dɾˈapəɾ# {GOLD: #dɾˈapəɾ#}
63     | ... | ... | #drˈiwaston# | *#drˌiːwˈɑston# | *#drˈiwɑstʊ# | *#drˈiwɑstu# | *#drˈiwastu# | *#dɾˈiːʃtu# | *#dɾˈiːʃtə# | *#dɾˈiːʃt# {GOLD: >*} | *#dɾˈiːʃt# | *#dɾˈiʃt# | *#dɾˈiʃt# {GOLD: #dɾˈiʃt#}
64     | ... | ... | ... | ... | ... | ... | ... | #dɛrnˈɔpɔli# | *#dərːˈɔpɔlˠə# | *#dɾˈɔpulˠ# {GOLD: >*} | *#dɾˈɔpulˠ# | *#dɾˈɔpulˠ# | *#dɾˈɔpulˠ# {GOLD: #dɾˈɔpulˠ#}
65     | ... | ... | ... | ... | ... | ... | ... | #t͡sˌarˈuxja# | *#t͡sˌarˈuxja# | *#t͡sˌaɾˈuxɛ# {GOLD: >*} | *#t͡sˌaɾˈuhɛ# | *#t͡saɾˈuhɛ# | *#t͡saɾˈuhɛ# {GOLD: #t͡saɾˈucɛ#}
66     | ... | ... | ... | ... | ... | ... | ... | #sˌimmaxˈɔːrɔn# | *#sˌimːaxˈuo̯rə# | *#sˌimːaxˈuo̯ɾ# {GOLD: >*} | *#sˌimahˈua̯ɾ# | *#simahˈua̯ɾ# | *#simahˈua̯ɾ# {GOLD: #simahˈua̯ɾ#}
67     | ... | ... | ... | ... | ... | ... | ... | #sxˈima# | *#skˈima# | *#skˈimə# {GOLD: >*} | *#skˈimə# | *#skˈimə# | *#scˈimə# {GOLD: #scˈimə#}
68     | ... | ... | #ɦˌajɡialˈon# | *#ˌɑjd͡ʒɑlˈon# | *#ˌɑjd͡ʒˈɑlʊn# | *#ˌɑjd͡ʒˈɑlun# | *#d͡ʒˈalun# | *#zˈalũn# | *#zˈaːlˠə# | *#zˈaːlˠ# {GOLD: >*} | *#zˈaːlˠ# | *#zˈalˠ# | *#zˈalˠ# {GOLD: #zˈalˠ#}
69     | ... | ... | #diˈaːmeron# | *#d͡ʒˈɒːməron# | *#d͡ʒˈaːmːərʊ# | *#d͡ʒˈamːəru# | *#d͡ʒˈamːəru# | *#zˈãmːəɾu# | *#zˈãmːəɾə# | *#zˈʌ̃mːɾ̩# {GOLD: #zˈãməɾə#} | *#zˈə̃mɾ̩# | *#zˈəmɾ̩# | *#zˈəməɾ# {GOLD: #zˈəməɾ#}
70     | ... | ... | ... | ... | #jɔzˈɛfɔ# | *#jozˈɛfo# | *#jozˈɛfo# | *#jɔzˈɛfɔ# | *#jɔzˈɛːfə# | *#jɔzˈɛːf# {GOLD: >*} | *#jɔzˈɛːf# | *#jɔzˈɛf# | *#jɔzˈɛf# {GOLD: #zˈɛf#}
71     | ... | ... | ... | ... | ... | ... | ... | #θˈamna# | *#θˈamːa# | *#θˈamːə# {GOLD: >*} | *#θˈamə# | *#θˈamə# | *#θˈamə# {GOLD: #θˈanə#}
72     | ... | ... | ... | ... | ... | ... | ... | #ðjˈakɔn# | *#ðjˈakə# | *#ðjˈak# {GOLD: >*} | *#ðjˈak# | *#ðjˈak# | *#ðjˈak# {GOLD: #ðjˈak#}
73     | ... | ... | #ɦˌajd͡zˈiːd͡zaː# | *#ˌɑjd͡zˈiːd͡zɑ# | *#ˌɑjd͡zˈid͡zɑ# | *#ˌɑjðˈiðɑ# | *#ðˈiða# | *#ðˈiða# | *#ðˈiða# | *#ðˈiðə# {GOLD: #ðˈiː#} | *#ðˈiðə# | *#ðˈiðə# | *#ðˈiðə# {GOLD: #ðˈi#}
74     | ... | ... | ... | ... | ... | ... | ... | #ðˈiskɔ# | *#ðˈiːskə# | *#ðˈiːsk# {GOLD: >*} | *#ðˈiːsk# | *#ðˈisk# | *#ðˈisk# {GOLD: #ðˈisk#}
75     | ... | ... | ... | ... | ... | ... | ... | #ðˈɔmɔ# | *#ðˈɔmə# | *#ðˈɔm# {GOLD: >*} | *#ðˈɔm# | *#ðˈɔm# | *#ðˈɔm# {GOLD: #ðˈɔmə#}
76     | ... | ... | ... | ... | #ˌɑnˌɑfˈɔrɑ# | *#ˌɑnˌɑfˈorɑ# | *#nˌafˈora# | *#nˌafˈɔɾa# | *#nˌafˈɔːɾa# | *#nˌafˈɔːɾə# {GOLD: >*} | *#nˌafˈɔːɾə# | *#nafˈɔɾə# | *#nafˈɔɾə# {GOLD: #nafˈɔɾə#}
